Supplementary_Table2: Summary of random mutation data (ART-Random),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
id,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
1503,sample_1503,957,0.041193182,950,0.040891873,982,0.042269284,975,0.041967975,961,0.041365358,23232,0.338473,0,0.099756869,-0.044612755,0.077262132
1504,sample_1504,642,0.041408669,646,0.041666667,642,0.041408669,655,0.042247162,635,0.040957172,15504,0.22606,0,0.121422555,0.035008392,-0.011598479
1505,sample_1505,651,0.041989164,665,0.042892157,661,0.042634159,640,0.04127967,659,0.04250516,15504,0.22606,0,0.17978726,0.16094511,0.114936389
1506,sample_1506,539,0.042214912,513,0.040178571,513,0.040178571,533,0.041744987,534,0.041823308,12768,0.186348,0,0.202484645,-0.117914764,-0.138609042
1507,sample_1507,525,0.041118421,548,0.042919799,532,0.041666667,544,0.042606516,541,0.042371554,12768,0.186348,0,0.092240202,0.163785788,0.015040441
1508,sample_1508,1168,0.042172155,1162,0.041955517,1138,0.041088966,1142,0.041233391,1169,0.042208261,27696,0.403837,0,0.198185685,0.064691917,-0.044608579
1509,sample_1509,1177,0.042059748,1148,0.041023442,1168,0.041738136,1146,0.040951973,1174,0.041952544,27984,0.408345,0,0.186884016,-0.031092183,0.022419832
1510,sample_1510,597,0.04274055,573,0.041022337,599,0.042883734,598,0.042812142,578,0.041380298,13968,0.20389,0,0.255333785,-0.031205758,0.140705653
1511,sample_1511,568,0.040664376,595,0.042597365,584,0.041809851,565,0.040449599,599,0.042883734,13968,0.20389,0,0.046589153,0.130651054,0.029824583
1512,sample_1512,980,0.041837432,967,0.041282445,992,0.042349727,992,0.042349727,970,0.041410519,23424,0.341484,0,0.16453164,-0.004475865,0.085568072
1513,sample_1513,1369,0.042066126,1355,0.041635939,1355,0.041635939,1369,0.042066126,1346,0.04135939,32544,0.474612,0,0.187525222,0.031850687,0.011867737
1514,sample_1514,1445,0.042221833,1418,0.041432913,1425,0.041637447,1430,0.041783544,1443,0.042163394,34224,0.499037,0,0.203180438,0.010986803,0.01202348
1515,sample_1515,1255,0.041833333,1235,0.041166667,1262,0.042066667,1256,0.041866667,1268,0.042266667,30000,0.4373,0,0.164119579,-0.016373788,0.056341421
1516,sample_1516,1037,0.042113385,1015,0.041219948,1014,0.041179337,1026,0.041666667,1038,0.042153996,24624,0.359448,0,0.192276826,-0.010898364,-0.035277519
1517,sample_1517,664,0.041541542,660,0.041291291,657,0.041103604,649,0.040603103,657,0.041103604,15984,0.233294,0,0.134781977,-0.003566818,-0.043097201
1518,sample_1518,798,0.042195431,776,0.041032149,799,0.042248308,768,0.040609137,792,0.041878173,18912,0.275527,0,0.200525988,-0.030197421,0.07509633
1519,sample_1519,785,0.041508037,789,0.041719543,776,0.041032149,779,0.041190778,769,0.040662014,18912,0.275527,0,0.131413355,0.04044221,-0.050475075
1520,sample_1520,343,0.042789421,316,0.039421158,345,0.043038922,321,0.04004491,316,0.039421158,8016,0.116919,0,0.260247452,-0.195749904,0.156729185
1521,sample_1521,548,0.041973039,542,0.04151348,527,0.040364583,540,0.041360294,532,0.040747549,13056,0.190237,0,0.178166018,0.019266303,-0.119402857
1522,sample_1522,540,0.041360294,558,0.042738971,560,0.042892157,561,0.04296875,556,0.042585784,13056,0.190237,0,0.116558829,0.14520302,0.141575308
1523,sample_1523,1246,0.041533333,1238,0.041266667,1265,0.042166667,1245,0.0415,1255,0.041833333,30000,0.437253,0,0.1339567,-0.006097352,0.066666667
1524,sample_1524,1288,0.041282051,1287,0.04125,1289,0.041314103,1318,0.04224359,1303,0.041762821,31200,0.454974,0,0.108692065,-0.007810091,-0.021362668
1525,sample_1525,523,0.042396239,498,0.04036965,534,0.043287938,514,0.041666667,524,0.042477302,12336,0.180135,0,0.22071573,-0.098278717,0.182440655
1526,sample_1526,531,0.043044747,525,0.042558366,501,0.04061284,520,0.042153048,534,0.043287938,12336,0.180135,0,0.285918669,0.12664328,-0.093769699
1527,sample_1527,587,0.042462384,566,0.040943287,565,0.040870949,562,0.040653935,557,0.040292245,13824,0.20169,0,0.227366203,-0.039329253,-0.067119352
1528,sample_1528,1131,0.042000891,1136,0.042186572,1128,0.041889483,1125,0.041778075,1126,0.041815211,26928,0.392649,0,0.180966345,0.088436091,0.03804678
1529,sample_1529,950,0.041491964,944,0.041229909,945,0.041273585,954,0.041666667,939,0.04101153,22896,0.333927,0,0.129797271,-0.009874714,-0.025546215
1530,sample_1530,1226,0.041262789,1229,0.041363759,1248,0.042003231,1236,0.041599354,1243,0.041834949,29712,0.433242,0,0.106755424,0.003880254,0.049791535
1531,sample_1531,1329,0.041635338,1350,0.042293233,1338,0.041917293,1327,0.041572682,1331,0.041697995,31920,0.465619,0,0.144212583,0.09939709,0.040918248
1532,sample_1532,549,0.042204797,555,0.042666052,557,0.042819803,528,0.040590406,528,0.040590406,13008,0.189784,0,0.20146763,0.137709553,0.134104615
1533,sample_1533,550,0.042281673,553,0.0425123,543,0.041743542,545,0.041897294,552,0.042435424,13008,0.189784,0,0.209196945,0.121909374,0.022978052
1534,sample_1534,1139,0.042072991,1116,0.041223404,1140,0.042109929,1121,0.041408097,1137,0.041999113,27072,0.39487,0,0.188215418,-0.010543186,0.060808372
1535,sample_1535,414,0.041267943,403,0.040171451,409,0.040769537,437,0.043560606,430,0.042862839,10032,0.146324,0,0.107273535,-0.118646454,-0.077590348
1536,sample_1536,415,0.041367624,430,0.042862839,399,0.039772727,406,0.040470494,434,0.043261563,10032,0.146324,0,0.117295758,0.15793227,-0.180513446
1537,sample_1537,970,0.042276848,961,0.041884589,954,0.041579498,958,0.041753835,969,0.042233264,22944,0.334822,0,0.208711842,0.057402997,0.006040052
1538,sample_1538,974,0.042451185,966,0.04210251,960,0.041841004,947,0.041274407,944,0.041143654,22944,0.334822,0,0.226240247,0.079797602,0.033041217
1539,sample_1539,1000,0.042002688,972,0.040826613,985,0.041372648,1001,0.042044691,992,0.041666667,23808,0.347017,0,0.181147011,-0.051319196,-0.015317723
1540,sample_1540,594,0.040976821,610,0.042080574,595,0.041045806,592,0.040838852,588,0.040562914,14496,0.211687,0,0.078003337,0.07754331,-0.049064973
1541,sample_1541,792,0.042307692,780,0.041666667,783,0.041826923,768,0.041025641,777,0.04150641,18720,0.27284,0,0.211813021,0.035008392,0.031587308
1542,sample_1542,800,0.042735043,783,0.041826923,762,0.040705128,791,0.042254274,769,0.04107906,18720,0.27284,0,0.254780086,0.05147704,-0.084240764
1543,sample_1543,487,0.041581284,477,0.040727459,504,0.043032787,478,0.040812842,481,0.041068989,11712,0.171062,0,0.138777816,-0.061508682,0.156095703
1544,sample_1544,1257,0.041046238,1263,0.041242163,1287,0.042025862,1272,0.04153605,1259,0.041111546,30624,0.446645,0,0.084982731,-0.008615455,0.052128247
1545,sample_1545,985,0.041289403,1001,0.041960094,993,0.041624748,1003,0.04204393,1006,0.042169685,23856,0.347919,0,0.109431237,0.065162254,0.010712286
1546,sample_1546,985,0.041289403,985,0.041289403,994,0.041666667,998,0.041834339,991,0.041540912,23856,0.347919,0,0.109431237,-0.003760859,0.015040441
1547,sample_1547,1241,0.041767636,1241,0.041767636,1246,0.041935918,1256,0.042272482,1254,0.04220517,29712,0.433439,0,0.157514174,0.045384439,0.042841316
1548,sample_1548,700,0.040964419,705,0.041257022,710,0.041549625,695,0.040671816,693,0.040554775,17088,0.249297,0,0.076756432,-0.007088432,0.00295565
1549,sample_1549,508,0.040705128,528,0.042307692,507,0.040625,501,0.040144231,505,0.040464744,12480,0.182359,0,0.050686528,0.100882983,-0.092514197
1550,sample_1550,1197,0.041083196,1226,0.042078528,1221,0.041906919,1233,0.042318781,1204,0.041323449,29136,0.424698,0,0.088698577,0.077333088,0.039847112
1551,sample_1551,1385,0.041397657,1391,0.041576997,1413,0.042234577,1381,0.041278097,1407,0.042055237,33456,0.487595,0,0.120315365,0.025793511,0.07367855
1552,sample_1552,448,0.041666667,443,0.041201637,428,0.039806548,432,0.040178571,455,0.042317708,10752,0.156811,0,0.147362424,-0.012780094,-0.177021413
1553,sample_1553,467,0.04343378,444,0.041294643,441,0.041015625,456,0.042410714,438,0.040736607,10752,0.156811,0,0.325033155,-0.003222397,-0.052181208
1554,sample_1554,1017,0.041955446,1019,0.042037954,1019,0.042037954,1015,0.041872937,1002,0.041336634,24240,0.353308,0,0.176397099,0.073163477,0.053376747
1555,sample_1555,735,0.041952055,743,0.042408676,741,0.042294521,713,0.040696347,747,0.042636986,17520,0.255587,0,0.176056183,0.111260487,0.079867893
1556,sample_1556,715,0.040810502,718,0.040981735,733,0.0418379,745,0.042522831,741,0.042294521,17520,0.255587,0,0.061281147,-0.035378156,0.032720655
1557,sample_1557,800,0.040950041,819,0.041922604,802,0.041052416,797,0.040796478,822,0.042076167,19536,0.284619,0,0.075310773,0.061309672,-0.048382442
1558,sample_1558,691,0.042844742,681,0.042224702,660,0.040922619,653,0.040488591,675,0.041852679,16128,0.235534,0,0.265809578,0.092354576,-0.061784301
1559,sample_1559,683,0.04234871,672,0.041666667,691,0.042844742,674,0.041790675,679,0.042100694,16128,0.235534,0,0.215937092,0.035008392,0.136679614
1560,sample_1560,1062,0.041201117,1082,0.041977033,1066,0.0413563,1077,0.041783054,1064,0.041278709,25776,0.375855,0,0.100554727,0.06690298,-0.017005634
1568,sample_1568,1381,0.042185973,1361,0.041575024,1360,0.041544477,1352,0.041300098,1378,0.04209433,32736,0.477511,0,0.199574968,0.025590837,0.002424061
1569,sample_1569,427,0.042768429,424,0.042467949,402,0.040264423,431,0.043169071,431,0.043169071,9984,0.145315,0,0.258136888,0.117351631,-0.129744649
1570,sample_1570,396,0.039663462,396,0.039663462,398,0.039863782,407,0.040765224,427,0.042768429,9984,0.145315,0,-0.054045693,-0.170849703,-0.171111817
1571,sample_1571,1017,0.04203869,1018,0.042080026,1016,0.041997354,1008,0.041666667,1018,0.042080026,24192,0.352993,0,0.184766788,0.077487047,0.04918477
1572,sample_1572,1367,0.041881127,1365,0.041819853,1341,0.041084559,1368,0.041911765,1362,0.041727941,32640,0.476074,0,0.16892494,0.050750482,-0.045063622
1573,sample_1573,566,0.04272343,560,0.042270531,541,0.040836353,541,0.040836353,556,0.041968599,13248,0.193311,0,0.253612503,0.097064166,-0.070691517
1574,sample_1574,554,0.041817633,543,0.040987319,538,0.040609903,560,0.042270531,540,0.04076087,13248,0.193311,0,0.162541006,-0.034804353,-0.09407296
1575,sample_1575,768,0.041884817,762,0.041557592,767,0.041830279,772,0.042102967,771,0.042048429,18336,0.267342,0,0.169295873,0.023799365,0.031933839
1576,sample_1576,1343,0.041206431,1376,0.042218949,1359,0.041697349,1377,0.042249632,1354,0.041543937,32592,0.47514,0,0.101088983,0.091763378,0.018208471
1577,sample_1577,518,0.040570175,547,0.042841479,548,0.042919799,544,0.042606516,536,0.04197995,12768,0.186115,0,0.037117981,0.1557372,0.144429478
1578,sample_1578,551,0.043154762,534,0.041823308,546,0.042763158,534,0.041823308,525,0.041118421,12768,0.186115,0,0.296979882,0.051105567,0.128255849
1579,sample_1579,364,0.043087121,334,0.039535985,356,0.042140152,368,0.043560606,354,0.041903409,8448,0.122908,0,0.290179088,-0.183949764,0.063928912
1580,sample_1580,356,0.042140152,352,0.041666667,353,0.041785038,368,0.043560606,356,0.042140152,8448,0.122908,0,0.194967979,0.035008392,0.027262558
1581,sample_1581,963,0.041280864,960,0.041152263,964,0.041323731,992,0.042524005,986,0.042266804,23328,0.339991,0,0.108572712,-0.017853933,-0.020368494
1582,sample_1582,1301,0.042021964,1294,0.041795866,1288,0.041602067,1272,0.041085271,1283,0.041440568,30960,0.451843,0,0.183085042,0.048285442,0.008370385
1583,sample_1583,687,0.042851796,684,0.042664671,681,0.042477545,657,0.040980539,671,0.041853792,16032,0.23356,0,0.266518842,0.137567635,0.098765608
1584,sample_1584,652,0.040668663,682,0.04253992,688,0.042914172,665,0.041479541,663,0.04135479,16032,0.23356,0,0.047020176,0.12474773,0.14384839
1585,sample_1585,1053,0.041391509,1075,0.042256289,1048,0.041194969,1072,0.042138365,1045,0.041077044,25440,0.371242,0,0.119697309,0.095600587,-0.033663546
1586,sample_1586,428,0.040346908,441,0.041572398,442,0.041666667,438,0.041289593,436,0.041101056,10608,0.154884,0,0.014670017,0.025320953,0.015040441
1587,sample_1587,461,0.043457768,455,0.042892157,444,0.041855204,434,0.040912519,434,0.040912519,10608,0.154884,0,0.327444975,0.16094511,0.034507343
1588,sample_1588,1196,0.042303339,1168,0.04131296,1193,0.042197227,1181,0.041772779,1159,0.040994624,28272,0.412573,0,0.211375326,-0.001340066,0.06982209
1589,sample_1589,884,0.041478979,890,0.041760511,904,0.042417417,874,0.04100976,870,0.040822072,21312,0.310485,0,0.128491753,0.044652195,0.092557297
1590,sample_1590,730,0.041896235,740,0.042470156,731,0.041953627,719,0.041264922,741,0.042527548,17424,0.253953,0,0.170443905,0.117578472,0.044669817
1591,sample_1591,725,0.041609275,722,0.041437098,742,0.04258494,709,0.040691001,732,0.042011019,17424,0.253953,0,0.141592053,0.011416941,0.109854446
1592,sample_1592,1429,0.041871777,1406,0.041197843,1420,0.041608064,1422,0.041666667,1415,0.041461556,34128,0.497603,0,0.167984802,-0.01316993,0.008989547
1593,sample_1593,900,0.042420814,886,0.041760935,869,0.040959653,875,0.041242459,873,0.04114819,21216,0.309717,0,0.223186656,0.044695832,-0.057960445
1594,sample_1594,1271,0.041244808,1299,0.042153427,1267,0.041115005,1271,0.041244808,1293,0.041958723,30816,0.449643,0,0.104947506,0.085029986,-0.04191996
1595,sample_1595,1438,0.042194836,1403,0.04116784,1420,0.041666667,1432,0.042018779,1428,0.041901408,34080,0.497021,0,0.200466085,-0.016253173,0.015040441
1596,sample_1596,964,0.042015342,959,0.04179742,939,0.040925732,936,0.040794979,939,0.040925732,22944,0.334489,0,0.182419234,0.048445155,-0.061462858
1597,sample_1597,1380,0.041909621,1375,0.041757775,1365,0.041454082,1373,0.041697036,1356,0.041180758,32928,0.480413,0,0.171789764,0.044371035,-0.006909486
1598,sample_1598,848,0.041963579,862,0.042656374,824,0.04077593,822,0.04067696,852,0.04216152,20208,0.294424,0,0.177214838,0.136715005,-0.076930271
1599,sample_1599,537,0.042216981,537,0.042216981,518,0.04072327,533,0.041902516,527,0.041430818,12720,0.185678,0,0.202692654,0.091561107,-0.082367533
1600,sample_1600,535,0.042059748,513,0.040330189,550,0.043238994,511,0.040172956,538,0.042295597,12720,0.185678,0,0.186884016,-0.102333914,0.177387064
1601,sample_1601,379,0.043623389,358,0.041206262,374,0.043047882,377,0.043393186,368,0.042357274,8688,0.126512,0,0.344096982,-0.012304849,0.157654325
1602,sample_1602,381,0.043853591,374,0.043047882,364,0.041896869,368,0.042357274,350,0.040285451,8688,0.126512,0,0.367242224,0.176948118,0.038809421
1603,sample_1603,1143,0.041126943,1154,0.04152274,1171,0.042134427,1145,0.041198906,1149,0.041342832,27792,0.405307,0,0.093097024,0.020217897,0.06333786
1604,sample_1604,1116,0.042427007,1081,0.041096411,1099,0.041780718,1105,0.04200882,1078,0.04098236,26304,0.383961,0,0.2238093,-0.023593547,0.026816496
1605,sample_1605,630,0.042202572,628,0.042068596,606,0.040594855,616,0.041264737,618,0.041398714,14928,0.217922,0,0.201243952,0.076312396,-0.095626711
1606,sample_1606,613,0.041063773,602,0.040326902,637,0.04267149,606,0.040594855,612,0.040996785,14928,0.217922,0,0.086745704,-0.10267162,0.118790895
1607,sample_1607,1304,0.04224987,1270,0.041148263,1289,0.041763867,1266,0.041018663,1274,0.041277864,30864,0.450234,0,0.205999437,-0.018264993,0.025076643
1608,sample_1608,1081,0.041096411,1108,0.042122871,1110,0.042198905,1113,0.042312956,1105,0.04200882,26304,0.383333,0,0.090027266,0.081889944,0.069995365
1609,sample_1609,563,0.041154971,570,0.041666667,568,0.041520468,553,0.040423977,587,0.042909357,13680,0.199303,0,0.095915017,0.035008392,-5.49E-05
1610,sample_1610,585,0.042763158,588,0.042982456,588,0.042982456,589,0.043055556,560,0.040935673,13680,0.199303,0,0.257606867,0.170224657,0.15089893
1611,sample_1611,803,0.040802846,811,0.04120935,812,0.041260163,813,0.041310976,804,0.040853659,19680,0.287089,0,0.060511314,-0.011987505,-0.026932101
1612,sample_1612,1245,0.041433706,1233,0.041034345,1236,0.041134185,1249,0.041566826,1242,0.041333866,30048,0.438411,0,0.123939882,-0.029971735,-0.039939566
1613,sample_1613,461,0.042123538,444,0.040570175,461,0.042123538,467,0.042671784,469,0.042854532,10944,0.159879,0,0.193297608,-0.077671828,0.062213527
1614,sample_1614,444,0.040570175,461,0.042123538,450,0.041118421,466,0.042580409,452,0.04130117,10944,0.159879,0,0.037117981,0.081958484,-0.041567264
1615,sample_1615,1430,0.041901078,1436,0.042076887,1438,0.04213549,1435,0.042047586,1413,0.041402954,34128,0.497722,0,0.170930856,0.077164424,0.063447591
1616,sample_1616,810,0.041977612,784,0.040630182,797,0.041303897,821,0.042547678,801,0.041511194,19296,0.281724,0,0.178625773,-0.071505249,-0.022416398
1617,sample_1617,1008,0.041338583,1011,0.041461614,1020,0.041830709,1029,0.042199803,1003,0.04113353,24384,0.355732,0,0.114375898,0.013936304,0.031978179
1618,sample_1618,1017,0.041707677,1007,0.041297572,1031,0.042281824,1031,0.042281824,1020,0.041830709,24384,0.355732,0,0.15148574,-0.002921367,0.078556959
1619,sample_1619,1388,0.041606715,1384,0.041486811,1390,0.041666667,1373,0.041157074,1371,0.041097122,33360,0.486751,0,0.14133467,0.016525594,0.015040441
1620,sample_1620,542,0.041210462,539,0.04098236,562,0.042731144,531,0.040374088,539,0.04098236,13152,0.19213,0,0.101494298,-0.035313935,0.124950289
1621,sample_1621,1277,0.041634064,1292,0.042123109,1265,0.041242827,1285,0.041894888,1280,0.041731873,30672,0.447218,0,0.14408442,0.0819144,-0.02872201
1622,sample_1622,439,0.042938185,413,0.040395149,413,0.040395149,435,0.042546948,433,0.04235133,10224,0.14897,0,0.275204571,-0.095658342,-0.116246911
1623,sample_1623,425,0.041568858,412,0.04029734,438,0.042840376,421,0.041177621,446,0.043622848,10224,0.14897,0,0.137528412,-0.10570963,0.136228765
1624,sample_1624,318,0.043874172,297,0.040976821,291,0.040149007,293,0.040424945,282,0.038907285,7248,0.105713,0,0.369311501,-0.035883137,-0.141661681
1625,sample_1625,308,0.042494481,304,0.041942605,286,0.039459161,296,0.040838852,306,0.042218543,7248,0.105713,0,0.230593328,0.063365004,-0.212889918
1626,sample_1626,952,0.041666667,955,0.041797969,942,0.041228992,971,0.042498249,961,0.042060574,22848,0.333522,0,0.147362424,0.048501612,-0.030150584
1627,sample_1627,352,0.039855072,353,0.039968297,369,0.041779891,348,0.039402174,367,0.041553442,8832,0.128922,0,-0.034780569,-0.139523471,0.026731162
1628,sample_1628,383,0.043365036,363,0.041100543,385,0.043591486,360,0.04076087,364,0.041213768,8832,0.128922,0,0.318121479,-0.023168895,0.213782706
1629,sample_1629,895,0.04116078,920,0.042310522,898,0.041298749,889,0.040884842,917,0.042172553,21744,0.317105,0,0.096499094,0.10117382,-0.022947952
1630,sample_1630,904,0.041574687,905,0.041620677,911,0.041896615,915,0.042080574,923,0.042448492,21744,0.317105,0,0.138114546,0.03028229,0.038783186
1631,sample_1631,1292,0.041474063,1279,0.041056754,1305,0.041891371,1312,0.042116076,1279,0.041056754,31152,0.454299,0,0.127997452,-0.027668895,0.038241749
1632,sample_1632,596,0.04223356,568,0.040249433,581,0.041170635,581,0.041170635,590,0.04180839,14112,0.205884,0,0.204359551,-0.110632709,-0.036176054
1633,sample_1633,1250,0.042138619,1240,0.04180151,1228,0.04139698,1238,0.041734088,1220,0.041127292,29664,0.432585,0,0.194813915,0.048865507,-0.01280542
1634,sample_1634,1078,0.040907711,1118,0.042425622,1118,0.042425622,1113,0.042235883,1088,0.041287189,26352,0.384667,0,0.071054795,0.113001988,0.093404475
1635,sample_1635,1260,0.041469194,1285,0.042291996,1246,0.041008425,1276,0.041995787,1285,0.042291996,30384,0.443161,0,0.127507974,0.09926994,-0.052924575
1636,sample_1636,453,0.042320628,465,0.043441704,464,0.043348281,448,0.041853513,449,0.041946936,10704,0.155902,0,0.213113594,0.217418974,0.188671246
1637,sample_1637,436,0.040732436,466,0.043535127,439,0.041012706,449,0.041946936,451,0.042133782,10704,0.155902,0,0.053432181,0.227019531,-0.05248265
1638,sample_1638,519,0.042236328,519,0.042236328,523,0.042561849,526,0.04280599,527,0.04288737,12288,0.179526,0,0.204637857,0.093549288,0.107470207
1639,sample_1639,518,0.042154948,493,0.040120443,515,0.041910807,527,0.04288737,494,0.040201823,12288,0.179526,0,0.196455652,-0.123888325,0.040248559
1640,sample_1640,1314,0.042115385,1308,0.041923077,1318,0.04224359,1282,0.041089744,1302,0.041730769,31200,0.454746,0,0.192477842,0.061358229,0.074609163
1641,sample_1641,1360,0.041913215,1362,0.041974852,1350,0.04160503,1359,0.041882396,1367,0.042128945,32448,0.473031,0,0.172151115,0.066678869,0.008676261
1642,sample_1642,991,0.041793185,993,0.04187753,994,0.041919703,993,0.04187753,969,0.040865385,23712,0.345667,0,0.160082936,0.056677666,0.041167073
1643,sample_1643,1047,0.041786398,1042,0.041586845,1038,0.041427203,1048,0.041826309,1058,0.042225415,25056,0.365715,0,0.15940061,0.026805618,-0.009684764
1644,sample_1644,884,0.041951405,873,0.041429385,871,0.041334472,869,0.04123956,894,0.042425968,21072,0.307381,0,0.175990821,0.01062429,-0.019259444
1645,sample_1645,1066,0.041666667,1069,0.041783927,1079,0.042174797,1086,0.042448405,1052,0.04111945,25584,0.372822,0,0.147362424,0.047058622,0.067506117
1646,sample_1646,1066,0.041666667,1050,0.041041276,1076,0.042057536,1046,0.040884928,1077,0.042096623,25584,0.372822,0,0.147362424,-0.029259501,0.055398654
1647,sample_1647,1363,0.042255704,1324,0.041046627,1350,0.041852679,1359,0.042131696,1345,0.041697669,32256,0.470327,0,0.206586001,-0.02870959,0.034246626
1648,sample_1648,634,0.040392457,636,0.040519878,651,0.041475535,673,0.042877166,649,0.041348114,15696,0.229038,0,0.019249616,-0.082840646,-0.004694355
1649,sample_1649,886,0.042335627,861,0.041141055,853,0.040758792,868,0.041475535,856,0.040902141,20928,0.305476,0,0.214621648,-0.01900575,-0.07869984
1650,sample_1650,562,0.041372203,564,0.041519435,548,0.040341578,576,0.042402827,568,0.041813899,13584,0.198149,0,0.117756142,0.019878186,-0.12177818
1652,sample_1652,515,0.042745684,509,0.042247676,506,0.041998672,506,0.041998672,490,0.040670651,12048,0.175881,0,0.255849983,0.094715442,0.049320803
1653,sample_1653,320,0.043010753,290,0.038978495,324,0.043548387,296,0.039784946,297,0.039919355,7440,0.108158,0,0.282500773,-0.241239891,0.209332689
1654,sample_1654,322,0.04327957,315,0.04233871,329,0.04422043,323,0.043413978,300,0.040322581,7440,0.108158,0,0.309528443,0.104070463,0.278722778
1655,sample_1655,670,0.042426545,638,0.040400203,671,0.042489868,657,0.041603343,652,0.041286727,15792,0.230621,0,0.223762828,-0.095138975,0.100038027
1656,sample_1656,729,0.040936658,729,0.040936658,755,0.042396676,743,0.041722821,752,0.042228212,17808,0.259569,0,0.07396518,-0.040010515,0.090415658
1657,sample_1657,461,0.04139727,477,0.042834052,476,0.042744253,455,0.040858477,460,0.041307471,11136,0.162724,0,0.120276505,0.154973972,0.126303859
1658,sample_1658,1073,0.04124385,1066,0.040974785,1065,0.040936347,1064,0.040897909,1069,0.041090098,26016,0.379572,0,0.10485119,-0.036092411,-0.06036687
1659,sample_1659,1271,0.042231526,1259,0.041832802,1244,0.041334397,1237,0.041101808,1239,0.041168262,30096,0.439113,0,0.204155015,0.052081153,-0.019267259
1660,sample_1660,1013,0.041462017,1022,0.041830386,1036,0.042403405,1015,0.041543877,1005,0.041134578,24432,0.356123,0,0.126786349,0.051832944,0.091110518
1661,sample_1661,1257,0.041699841,1253,0.041567144,1240,0.041135881,1275,0.042296975,1240,0.041135881,30144,0.439769,0,0.150697845,0.024781048,-0.03976447
1662,sample_1662,742,0.042120799,726,0.041212534,735,0.041723433,716,0.040644868,721,0.040928701,17616,0.256571,0,0.193022247,-0.011660255,0.020901729
1663,sample_1663,315,0.041015625,329,0.042838542,311,0.040494792,309,0.040234375,324,0.0421875,7680,0.112239,0,0.081904786,0.155435378,-0.105958527
1664,sample_1664,946,0.042022033,945,0.041977612,940,0.041755508,941,0.041799929,936,0.041577825,22512,0.328078,0,0.183091966,0.066962485,0.024213544
1665,sample_1665,1344,0.041481481,1337,0.041265432,1349,0.041635802,1353,0.041759259,1351,0.041697531,32400,0.472183,0,0.128743362,-0.006224222,0.011853636
1666,sample_1666,975,0.04249477,972,0.042364017,951,0.041448745,944,0.041143654,947,0.041274407,22944,0.334724,0,0.230622348,0.106671127,-0.00746053
1667,sample_1667,537,0.041435185,544,0.041975309,537,0.041435185,549,0.042361111,526,0.04058642,12960,0.189027,0,0.124088597,0.066725788,-0.00886059
1668,sample_1668,677,0.041361193,667,0.040750244,676,0.041300098,681,0.041605572,665,0.040628055,16368,0.238758,0,0.116649163,-0.059167159,-0.022808699
1669,sample_1669,700,0.042766373,678,0.041422287,694,0.042399804,699,0.042705279,676,0.041300098,16368,0.238758,0,0.257930164,0.009894912,0.090738719
1671,sample_1671,1180,0.041386083,1186,0.041596521,1197,0.041982323,1207,0.042333053,1201,0.042122615,28512,0.415603,0,0.119151725,0.027799893,0.047632755
1672,sample_1672,539,0.040538508,572,0.043020457,538,0.040463297,572,0.043020457,552,0.041516245,13296,0.194094,0,0.033934026,0.17412982,-0.109210405
1673,sample_1673,540,0.040613718,554,0.041666667,535,0.040237665,564,0.042418773,542,0.04076414,13296,0.194094,0,0.041495919,0.035008392,-0.132507438
1674,sample_1674,706,0.042881438,682,0.041423712,666,0.040451895,667,0.040512634,702,0.042638484,16464,0.24036,0,0.269499124,0.010041346,-0.110387708
1675,sample_1675,1174,0.04216954,1165,0.041846264,1158,0.041594828,1179,0.042349138,1175,0.04220546,27840,0.406262,0,0.197922806,0.053464635,0.007622879
1676,sample_1676,1015,0.041872937,1021,0.042120462,1004,0.041419142,1022,0.042161716,1008,0.041584158,24240,0.353755,0,0.168101477,0.081642385,-0.010517097
1677,sample_1677,1013,0.041790429,1019,0.042037954,1011,0.041707921,1022,0.042161716,1006,0.04150165,24240,0.353755,0,0.159805856,0.073163477,0.01930003
1678,sample_1678,1107,0.041109626,1140,0.042335116,1142,0.042409388,1131,0.042000891,1114,0.041369578,26928,0.392818,0,0.091355889,0.103701147,0.091728239
1679,sample_1679,578,0.041811343,563,0.040726273,583,0.042173032,566,0.040943287,585,0.042317708,13824,0.20129,0,0.161908566,-0.061630547,0.067323945
1680,sample_1680,579,0.041883681,556,0.040219907,559,0.040436921,586,0.042390046,595,0.043041088,13824,0.20129,0,0.169181636,-0.113666899,-0.111933785
1681,sample_1681,503,0.041094771,502,0.041013072,527,0.043055556,493,0.040277778,502,0.041013072,12240,0.178162,0,0.089862381,-0.032157857,0.158446624
1682,sample_1682,501,0.040931373,512,0.041830065,514,0.041993464,520,0.04248366,518,0.042320261,12240,0.178162,0,0.073433797,0.051799955,0.048783072
1683,sample_1683,751,0.042058692,735,0.041162634,750,0.042002688,735,0.041162634,763,0.042730735,17856,0.260215,0,0.186777776,-0.016788161,0.049735485
1684,sample_1684,1312,0.04192229,1313,0.041954243,1312,0.04192229,1321,0.042209867,1311,0.041890337,31296,0.456543,0,0.173063582,0.064561027,0.041434217
