Supplementary_Table1:  Summary of population data (MS+Seq-Gen+ART),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
1557,sample_1557,527,0.042720493,502,0.040693904,520,0.042153048,497,0.040288586,514,0.041666667,12336,0.179695,0,0.258183496,-0.068961148,0.049675624
1558,sample_1558,930,0.042211329,938,0.042574437,908,0.041212781,931,0.042256718,922,0.041848221,22032,0.320978,0,0.206418155,0.12690732,-0.048647767
1559,sample_1559,788,0.041666667,773,0.040873519,784,0.041455161,802,0.042406937,800,0.042301184,18912,0.275508,0,0.151043785,-0.050253155,-0.023302233
1560,sample_1560,731,0.040719697,750,0.041778075,746,0.041555258,744,0.04144385,763,0.042502228,17952,0.262148,0,0.05476789,0.043961553,-0.012835045
1561,sample_1561,733,0.041161276,745,0.04183513,738,0.041442049,762,0.042789757,725,0.04071204,17808,0.260026,0,0.099662041,0.049904206,-0.024673375
1562,sample_1562,889,0.042478976,872,0.041666667,856,0.040902141,877,0.041905581,887,0.04238341,20928,0.305132,0,0.23362907,0.032357741,-0.081131374
1563,sample_1563,847,0.042013889,858,0.042559524,822,0.04077381,831,0.041220238,850,0.042162698,20160,0.294032,0,0.186344946,0.125354006,-0.094550923
1564,sample_1564,1388,0.041368622,1382,0.041189795,1379,0.041100381,1403,0.041815689,1390,0.041428231,33552,0.48904,0,0.120742359,-0.017311223,-0.060401391
1565,sample_1565,994,0.042261905,980,0.041666667,992,0.042176871,966,0.041071429,964,0.040986395,23520,0.342784,0,0.211560061,0.032357741,0.052166762
1566,sample_1566,599,0.040915301,605,0.041325137,600,0.040983607,602,0.041120219,604,0.041256831,14640,0.213767,0,0.074654387,-0.003214601,-0.072612511
1567,sample_1567,599,0.040915301,603,0.041188525,604,0.041256831,620,0.042349727,592,0.040437158,14640,0.213767,0,0.074654387,-0.017443538,-0.044041556
1568,sample_1568,335,0.04389413,315,0.041273585,317,0.041535639,318,0.041666667,315,0.041273585,7632,0.111145,0,0.377504065,-0.008584011,-0.014886603
1569,sample_1569,304,0.039832285,327,0.042845912,316,0.041404612,336,0.044025157,307,0.040225367,7632,0.111145,0,-0.035452916,0.155182997,-0.028588083
1570,sample_1570,423,0.042165072,408,0.040669856,430,0.042862839,431,0.04296252,427,0.042563796,10032,0.145981,0,0.201715308,-0.071465841,0.123898245
1571,sample_1571,1372,0.041425121,1394,0.042089372,1396,0.042149758,1373,0.041455314,1370,0.041364734,33120,0.482722,0,0.126486455,0.076384958,0.049331638
1572,sample_1572,1025,0.042369378,988,0.040839947,1021,0.042204034,1027,0.04245205,1004,0.041501323,24192,0.35312,0,0.222486611,-0.053749913,0.055007256
1573,sample_1573,416,0.04248366,388,0.039624183,414,0.042279412,424,0.043300654,415,0.042381536,9792,0.142923,0,0.234105341,-0.180378814,0.062889445
1574,sample_1574,398,0.040645425,424,0.043300654,392,0.04003268,394,0.040236928,395,0.040339052,9792,0.142923,0,0.04721684,0.202546984,-0.172050639
1575,sample_1575,672,0.041916168,674,0.042040918,656,0.040918164,668,0.041666667,654,0.040793413,16032,0.233779,0,0.176409889,0.071338211,-0.079455854
1576,sample_1576,1274,0.0417979,1269,0.041633858,1251,0.041043307,1255,0.041174541,1254,0.041141732,30480,0.444803,0,0.164385956,0.028940555,-0.066369645
1577,sample_1577,1078,0.041512631,1089,0.041936229,1097,0.042244301,1071,0.041243068,1089,0.041936229,25968,0.379065,0,0.13538338,0.060434247,0.05921789
1578,sample_1578,915,0.041171706,929,0.041801656,941,0.042341613,930,0.041846652,915,0.041171706,22224,0.324321,0,0.100722475,0.046417651,0.069393775
1579,sample_1579,684,0.041184971,695,0.041847303,693,0.041726879,682,0.041064547,678,0.040823699,16608,0.242326,0,0.102071075,0.051172014,0.005111222
1580,sample_1580,673,0.04052264,676,0.040703276,710,0.042750482,688,0.041425819,686,0.041305395,16608,0.242326,0,0.0347336,-0.067985051,0.112149085
1581,sample_1581,1187,0.04142239,1186,0.041387493,1190,0.04152708,1190,0.04152708,1214,0.042364601,28656,0.417934,0,0.126208797,0.003280181,-0.015781675
1582,sample_1582,1271,0.041373698,1296,0.0421875,1294,0.042122396,1264,0.041145833,1267,0.04124349,30720,0.448325,0,0.12125843,0.086605562,0.046470337
1583,sample_1583,702,0.040966387,694,0.040499533,707,0.04125817,705,0.041141457,707,0.04125817,17136,0.249924,0,0.079848165,-0.089206005,-0.043901502
1584,sample_1584,1060,0.041047088,1087,0.042092627,1060,0.041047088,1079,0.041782838,1094,0.042363693,25824,0.376317,0,0.088052865,0.076723989,-0.065974278
1585,sample_1585,1311,0.041257553,1318,0.041477845,1325,0.041698137,1320,0.041540785,1324,0.041666667,31776,0.463749,0,0.109450271,0.012690857,0.002105716
1586,sample_1586,1351,0.041821446,1342,0.041542843,1328,0.04110946,1362,0.042161961,1362,0.042161961,32304,0.471251,0,0.166779815,0.019460784,-0.059452041
1587,sample_1587,1298,0.041602564,1295,0.04150641,1309,0.041955128,1320,0.042307692,1311,0.042019231,31200,0.454706,0,0.144526647,0.015666103,0.028979212
1588,sample_1588,1323,0.041635196,1318,0.041477845,1340,0.042170191,1327,0.041761078,1341,0.042201662,31776,0.463575,0,0.147844284,0.012690857,0.051468299
1589,sample_1589,778,0.042541557,776,0.042432196,782,0.04276028,777,0.042486877,746,0.040791776,18288,0.266771,0,0.239991593,0.112092071,0.113173687
1590,sample_1590,1159,0.042139325,1134,0.041230366,1153,0.041921175,1153,0.041921175,1160,0.042175684,27504,0.400787,0,0.199097722,-0.013085461,0.025428746
1591,sample_1591,874,0.040825859,900,0.042040359,912,0.042600897,887,0.041433109,873,0.040779148,21408,0.312121,0,0.065561152,0.071279944,0.096507044
1592,sample_1592,1402,0.04184575,1404,0.041905444,1389,0.041457736,1415,0.042233763,1397,0.041696514,33504,0.488277,0,0.169250687,0.057227802,-0.023032899
1593,sample_1593,556,0.042429792,532,0.040598291,541,0.041285104,566,0.043192918,564,0.043040293,13104,0.19106,0,0.228628755,-0.078919842,-0.041085038
1594,sample_1594,566,0.043192918,549,0.041895604,564,0.043040293,537,0.040979853,566,0.043192918,13104,0.19106,0,0.306213724,0.056202937,0.142454569
1595,sample_1595,1411,0.041228378,1440,0.042075736,1409,0.041169939,1420,0.041491351,1430,0.041783544,34224,0.498838,0,0.106484114,0.074964725,-0.053127761
1596,sample_1596,1231,0.04204235,1206,0.041188525,1236,0.042213115,1204,0.041120219,1207,0.041222678,29280,0.426893,0,0.189238484,-0.017443538,0.055956787
1597,sample_1597,268,0.039044289,279,0.040646853,285,0.041520979,266,0.038752914,305,0.044434732,6864,0.100239,0,-0.115566384,-0.07386177,-0.016419636
1598,sample_1598,270,0.039335664,266,0.038752914,290,0.042249417,286,0.041666667,297,0.043269231,6864,0.100239,0,-0.085943032,-0.271126575,0.059752928
1599,sample_1599,1188,0.041457286,1185,0.041352596,1204,0.042015634,1201,0.041910944,1174,0.040968733,28656,0.417991,0,0.129756652,-0.000354514,0.035306256
1600,sample_1600,1307,0.041955573,1289,0.041377761,1308,0.041987673,1282,0.041153056,1317,0.042276579,31152,0.454523,0,0.180416091,0.002266499,0.032382447
1601,sample_1601,905,0.041437729,927,0.042445055,900,0.041208791,917,0.041987179,906,0.041483516,21840,0.3188,0,0.127768294,0.113431408,-0.049065021
1602,sample_1602,732,0.042479109,717,0.041608635,725,0.042072888,724,0.042014856,704,0.040854225,17232,0.251598,0,0.233642602,0.026313415,0.041293281
1608,sample_1608,1190,0.041457637,1183,0.041213768,1177,0.041004738,1214,0.042293757,1213,0.042258919,28704,0.418565,0,0.12979225,-0.014814278,-0.070402801
1609,sample_1609,940,0.041844729,928,0.041310541,923,0.041087963,933,0.04153312,953,0.042423433,22464,0.327394,0,0.169146944,-0.004734787,-0.061699993
1610,sample_1610,469,0.04229798,477,0.043019481,444,0.04004329,443,0.039953102,481,0.043380231,11088,0.161622,0,0.215227714,0.173261173,-0.170941123
1611,sample_1611,446,0.040223665,467,0.042117605,459,0.041396104,455,0.041035354,482,0.043470418,11088,0.161622,0,0.00433766,0.079325551,-0.02947779
1613,sample_1613,415,0.043229167,415,0.043229167,408,0.0425,403,0.041979167,396,0.04125,9600,0.140245,0,0.30989901,0.195101205,0.08595629
1614,sample_1614,456,0.04185022,458,0.042033774,461,0.042309104,442,0.040565345,443,0.040657122,10896,0.158584,0,0.169705192,0.07059409,0.06599438
1615,sample_1615,467,0.042859765,453,0.04157489,464,0.042584435,449,0.041207783,439,0.040290015,10896,0.158584,0,0.272342929,0.022798653,0.094785596
1616,sample_1616,941,0.041799929,921,0.040911514,930,0.041311301,954,0.042377399,937,0.041622246,22512,0.328461,0,0.164592205,-0.046295817,-0.038345641
1617,sample_1617,1357,0.042258346,1330,0.041417539,1341,0.04176009,1323,0.041199552,1356,0.042227205,32112,0.468378,0,0.21119823,0.006409605,0.008584093
1618,sample_1618,1367,0.041274155,1369,0.041334541,1398,0.042210145,1369,0.041334541,1363,0.041153382,33120,0.48311,0,0.111138124,-0.002235073,0.055646233
1619,sample_1619,933,0.041007384,932,0.040963432,933,0.041007384,963,0.042325949,937,0.041183193,22752,0.331611,0,0.084016263,-0.040888263,-0.070126115
1620,sample_1620,890,0.042236143,889,0.042188686,888,0.04214123,862,0.040907365,893,0.042378512,21072,0.30734,0,0.208940906,0.086729133,0.048439827
1621,sample_1621,1094,0.04220679,1078,0.041589506,1089,0.042013889,1071,0.041319444,1075,0.041473765,25920,0.378322,0,0.205956702,0.024321026,0.035123799
1622,sample_1622,380,0.043260474,378,0.043032787,382,0.04348816,348,0.039617486,384,0.043715847,8784,0.128403,0,0.313081902,0.174647108,0.189287911
1623,sample_1623,371,0.042235883,365,0.041552823,376,0.0428051,359,0.040869763,358,0.04075592,8784,0.128403,0,0.208914541,0.020500293,0.117860523
1624,sample_1624,480,0.041493776,501,0.043309129,502,0.043395574,492,0.04253112,467,0.040369986,11568,0.168391,0,0.133466443,0.203429708,0.17960619
1625,sample_1625,464,0.04011065,480,0.041493776,465,0.040197095,472,0.040802213,462,0.039937759,11568,0.168391,0,-0.007152291,0.014350165,-0.15485774
1626,sample_1626,680,0.04047619,687,0.040892857,720,0.042857143,685,0.04077381,686,0.040833333,16800,0.244723,0,0.030011232,-0.048239023,0.12330261
1627,sample_1627,836,0.041174153,841,0.04142041,839,0.041321907,857,0.042208432,854,0.042060678,20304,0.296267,0,0.100971216,0.006708652,-0.037236535
1628,sample_1628,1274,0.041863828,1263,0.041502366,1264,0.041535226,1254,0.041206625,1257,0.041305205,30432,0.44355,0,0.171088608,0.015244863,-0.014929826
1629,sample_1629,798,0.040647922,813,0.04141198,818,0.041666667,828,0.042176039,832,0.042379788,19632,0.286004,0,0.047470695,0.005830688,-0.001185123
1630,sample_1630,981,0.040956914,1010,0.042167669,1002,0.041833667,986,0.041165665,1001,0.041791917,23952,0.34958,0,0.078885098,0.084540014,0.016278086
1631,sample_1631,1057,0.041083644,1084,0.042133085,1052,0.040889303,1082,0.042055348,1062,0.041277985,25728,0.375402,0,0.091769447,0.080937879,-0.082473755
1632,sample_1632,300,0.039556962,319,0.042062236,327,0.043117089,304,0.040084388,297,0.039161392,7584,0.110281,0,-0.063444284,0.073558618,0.150485058
1633,sample_1633,325,0.042853376,323,0.042589662,315,0.04153481,327,0.043117089,300,0.039556962,7584,0.110281,0,0.271693323,0.12849312,-0.014973321
1634,sample_1634,1112,0.042352224,1079,0.041095369,1105,0.042085619,1110,0.042276051,1086,0.041361974,26256,0.383087,0,0.220742604,-0.027146268,0.042624545
1635,sample_1635,1158,0.040959253,1187,0.041985003,1196,0.042303339,1196,0.042303339,1161,0.041065365,28272,0.412184,0,0.079122913,0.065514304,0.065391508
1636,sample_1636,490,0.042009602,479,0.041066529,471,0.040380658,492,0.04218107,494,0.042352538,11664,0.169895,0,0.185909129,-0.030150037,-0.135662613
1637,sample_1637,501,0.042952675,478,0.040980796,496,0.042524005,496,0.042524005,474,0.04063786,11664,0.169895,0,0.281788826,-0.03907972,0.088466536
1638,sample_1638,1038,0.042318982,1024,0.041748206,1035,0.042196673,1014,0.041340509,1037,0.042278213,24528,0.357996,0,0.217362992,0.04085055,0.054237498
1639,sample_1639,1297,0.042286124,1283,0.041829682,1290,0.042057903,1290,0.042057903,1288,0.041992697,30672,0.447092,0,0.214022382,0.049336714,0.039726338
1640,sample_1640,1166,0.041102651,1165,0.0410674,1172,0.041314157,1196,0.04216018,1163,0.040996898,28368,0.413866,0,0.093701797,-0.030059381,-0.038046973
1641,sample_1641,427,0.043607026,395,0.040339052,394,0.040236928,420,0.042892157,393,0.040134804,9792,0.142554,0,0.34831498,-0.10592102,-0.15069245
1642,sample_1642,417,0.042585784,404,0.04125817,409,0.041768791,398,0.040645425,393,0.040134804,9792,0.142554,0,0.244488035,-0.01018957,0.009493972
1643,sample_1643,910,0.042507474,896,0.041853513,896,0.041853513,906,0.042320628,874,0.040825859,21408,0.312349,0,0.236526417,0.051818842,0.01835331
1644,sample_1644,1283,0.041829682,1280,0.041731873,1265,0.041242827,1261,0.041112415,1266,0.04127543,30672,0.447479,0,0.1676171,0.03914933,-0.045505873
1645,sample_1645,904,0.042132737,897,0.041806488,914,0.042598807,907,0.042272558,892,0.041573453,21456,0.312717,0,0.198427894,0.046920914,0.096288493
1646,sample_1646,1173,0.041560374,1179,0.041772959,1171,0.041489512,1194,0.042304422,1174,0.041595805,28224,0.411875,0,0.140237307,0.043428724,-0.019710083
1647,sample_1647,1050,0.042475728,1017,0.041140777,1028,0.041585761,1027,0.041545307,1049,0.042435275,24720,0.360506,0,0.233298918,-0.022416759,-0.009645455
1648,sample_1648,673,0.040640097,680,0.041062802,674,0.040700483,710,0.042874396,673,0.040640097,16560,0.241738,0,0.046675134,-0.030538284,-0.102218646
1649,sample_1649,706,0.04263285,685,0.041364734,675,0.04076087,705,0.042572464,673,0.040640097,16560,0.241738,0,0.249273103,0.000909728,-0.09590405
1650,sample_1650,748,0.042231256,742,0.041892502,741,0.041836043,725,0.040932701,725,0.040932701,17712,0.258307,0,0.208444047,0.055879831,0.016526546
1651,sample_1651,1088,0.041212121,1116,0.042272727,1099,0.041628788,1099,0.041628788,1108,0.041969697,26400,0.384935,0,0.104831355,0.095482478,-0.005146097
1652,sample_1652,1137,0.042073712,1137,0.042073712,1120,0.041444642,1131,0.041851687,1124,0.041592658,27024,0.394028,0,0.192427029,0.074753906,-0.024402196
1653,sample_1653,389,0.040520833,389,0.040520833,404,0.042083333,414,0.043125,399,0.0415625,9600,0.140268,0,0.034549953,-0.086987467,0.042385583
1654,sample_1654,395,0.041145833,406,0.042291667,407,0.042395833,410,0.042708333,395,0.041145833,9600,0.140268,0,0.098092043,0.097455126,0.075063613
1655,sample_1655,568,0.041375291,558,0.040646853,569,0.041448135,562,0.040938228,586,0.04268648,13728,0.199979,0,0.121420433,-0.07386177,-0.024036892
1656,sample_1656,1060,0.040895062,1073,0.041396605,1080,0.041666667,1094,0.04220679,1096,0.042283951,25920,0.378098,0,0.07259676,0.004229241,-0.001185123
1657,sample_1657,1196,0.042375283,1176,0.041666667,1166,0.041312358,1171,0.041489512,1194,0.042304422,28224,0.411508,0,0.223086971,0.032357741,-0.038235044
1658,sample_1658,1183,0.041144964,1216,0.04229271,1215,0.04225793,1196,0.041597106,1210,0.042084029,28752,0.419192,0,0.098003643,0.097563803,0.060643091
1659,sample_1659,1267,0.041699579,1270,0.041798315,1268,0.041732491,1282,0.04219326,1285,0.042291996,30384,0.442961,0,0.154389866,0.04606967,0.005698085
1660,sample_1660,985,0.041372648,994,0.041750672,1002,0.042086694,1008,0.04233871,990,0.041582661,23808,0.347231,0,0.121151672,0.041107389,0.04273696
1661,sample_1661,400,0.039872408,421,0.04196571,401,0.039972089,408,0.040669856,433,0.043161882,10032,0.146015,0,-0.031373699,0.063504815,-0.178386561
1662,sample_1662,427,0.042563796,426,0.042464115,421,0.04196571,426,0.042464115,409,0.040769537,10032,0.146015,0,0.242252527,0.115416606,0.030085719
1663,sample_1663,873,0.04114819,899,0.04237368,897,0.042279412,893,0.042090875,885,0.041713801,21216,0.309662,0,0.098331643,0.105997317,0.062889445
1665,sample_1665,449,0.040494228,449,0.040494228,470,0.042388167,472,0.042568543,481,0.043380231,11088,0.161455,0,0.031845058,-0.089758567,0.074261988
1666,sample_1666,469,0.04229798,478,0.043109668,479,0.043199856,444,0.04004329,448,0.04040404,11088,0.161455,0,0.215227714,0.182654735,0.159139987
1667,sample_1667,934,0.041400709,922,0.040868794,922,0.040868794,924,0.040957447,956,0.042375887,22560,0.328681,0,0.124004597,-0.050745305,-0.084618391
1668,sample_1668,652,0.041161616,664,0.041919192,646,0.040782828,644,0.040656566,649,0.040972222,15840,0.230743,0,0.099696641,0.058659715,-0.093607834
1669,sample_1669,899,0.040893377,902,0.04102984,917,0.041712154,917,0.041712154,901,0.040984352,21984,0.320576,0,0.072425478,-0.033971473,0.003571504
1670,sample_1670,632,0.042336549,620,0.04153269,641,0.042939443,635,0.042537513,622,0.041666667,14928,0.217504,0,0.219148919,0.018403317,0.131908675
1671,sample_1671,919,0.041262572,925,0.041531968,935,0.041980963,938,0.042115661,917,0.041172773,22272,0.32468,0,0.109960537,0.018328132,0.031680711
1672,sample_1672,940,0.04220546,935,0.041980963,944,0.042385057,926,0.041576868,946,0.042474856,22272,0.324754,0,0.205821449,0.065093495,0.073936785
1673,sample_1673,321,0.041537267,334,0.043219462,315,0.04076087,331,0.042831263,310,0.040113872,7728,0.112453,0,0.137888072,0.194090376,-0.09590405
1674,sample_1674,319,0.041278468,312,0.040372671,334,0.043219462,304,0.039337474,309,0.039984472,7728,0.112453,0,0.111576648,-0.102419456,0.161190181
1675,sample_1675,949,0.041622807,934,0.040964912,954,0.041842105,941,0.04127193,953,0.041798246,22800,0.332519,0,0.146584691,-0.040734061,0.017160437
1676,sample_1676,1359,0.041697349,1373,0.042126902,1363,0.041820079,1373,0.042126902,1374,0.042157585,32592,0.475538,0,0.15416318,0.08029396,0.01485711
1677,sample_1677,1323,0.041385135,1315,0.041134885,1317,0.041197447,1347,0.042135886,1343,0.042010761,31968,0.466273,0,0.122421222,-0.023030425,-0.050251234
1678,sample_1678,586,0.043138987,552,0.040636042,565,0.041593051,569,0.041887515,575,0.042329211,13584,0.198146,0,0.300730688,-0.074987772,-0.008883128
1679,sample_1679,500,0.043222683,491,0.042444675,476,0.041147994,481,0.041580221,464,0.04011065,11568,0.16877,0,0.30923986,0.113391831,-0.055422517
1680,sample_1680,337,0.039442884,338,0.039559925,373,0.043656367,349,0.040847378,375,0.043890449,8544,0.124481,0,-0.075042304,-0.187071649,0.206877239
1681,sample_1681,348,0.040730337,342,0.04002809,354,0.041432584,363,0.042485955,373,0.043656367,8544,0.124481,0,0.055849642,-0.138309563,-0.025663048
1682,sample_1682,1116,0.040933099,1142,0.041886737,1129,0.041409918,1120,0.041079812,1132,0.041519953,27264,0.397814,0,0.076463867,0.055279355,-0.02803327
1683,sample_1683,555,0.042509191,554,0.042432598,564,0.043198529,526,0.04028799,561,0.04296875,13056,0.190606,0,0.236701014,0.112133948,0.159001298
1684,sample_1684,524,0.040134804,548,0.041973039,548,0.041973039,530,0.040594363,561,0.04296875,13056,0.190606,0,-0.004696633,0.064268224,0.030852161
1685,sample_1685,844,0.042574657,846,0.042675545,844,0.042574657,833,0.042019774,831,0.041918886,19824,0.289392,0,0.243356749,0.137438266,0.093763148
1686,sample_1686,1007,0.042467949,993,0.04187753,1007,0.042467949,1007,0.042467949,970,0.040907557,23712,0.346115,0,0.232508003,0.054320421,0.082604697
1687,sample_1687,581,0.040347222,582,0.040416667,599,0.041597222,616,0.042777778,612,0.0425,14400,0.210244,0,0.016899372,-0.097837031,-0.008446908
1688,sample_1688,587,0.040763889,610,0.042361111,612,0.0425,601,0.041736111,599,0.041597222,14400,0.210244,0,0.059260765,0.104688169,0.08595629
1689,sample_1689,1306,0.041476118,1307,0.041507876,1310,0.04160315,1312,0.041666667,1317,0.041825457,31488,0.459391,0,0.131671196,0.015818771,-0.007826999
1690,sample_1690,572,0.042559524,573,0.042633929,556,0.041369048,540,0.040178571,552,0.041071429,13440,0.195664,0,0.241818199,0.133103695,-0.032307056
1691,sample_1691,399,0.04054878,401,0.040752033,429,0.043597561,423,0.042987805,415,0.042174797,9840,0.143445,0,0.037391266,-0.062906726,0.200727907
1692,sample_1692,394,0.04004065,407,0.041361789,428,0.043495935,404,0.041056911,397,0.040345528,9840,0.143445,0,-0.01426897,0.000602918,0.190100906
1693,sample_1693,716,0.042619048,687,0.040892857,712,0.042380952,701,0.04172619,701,0.04172619,16800,0.244985,0,0.247869827,-0.048239023,0.073507517
1694,sample_1694,1327,0.042143039,1317,0.041825457,1309,0.041571392,1298,0.041222053,1321,0.04195249,31488,0.459291,0,0.199475256,0.04889671,-0.011147937
1695,sample_1695,907,0.040988792,903,0.040808026,907,0.040988792,906,0.040943601,922,0.041666667,22128,0.322999,0,0.082126116,-0.057074677,-0.072070221
1696,sample_1696,780,0.041348601,779,0.041295589,785,0.041613656,805,0.042673876,787,0.041719678,18864,0.275248,0,0.118706843,-0.006292107,-0.00672847
1697,sample_1697,341,0.043583845,332,0.042433538,342,0.043711656,317,0.04051636,308,0.039366053,7824,0.114041,0,0.345958172,0.112231833,0.212658835
1698,sample_1698,957,0.041536458,962,0.041753472,955,0.041449653,973,0.042230903,963,0.041796875,23040,0.335705,0,0.137805849,0.041399044,-0.0238782
1699,sample_1699,597,0.042018581,586,0.041244369,610,0.042933559,581,0.040892455,578,0.040681306,14208,0.206916,0,0.186821989,-0.01162698,0.131293376
1700,sample_1700,1239,0.042108483,1218,0.04139478,1210,0.041122893,1231,0.041836596,1239,0.042108483,29424,0.429106,0,0.195962065,0.004039139,-0.058047383
1701,sample_1701,385,0.04071489,391,0.041349408,384,0.040609137,406,0.042935702,377,0.039868866,9456,0.138031,0,0.05427918,-0.000686618,-0.111770673
1702,sample_1702,389,0.041137902,413,0.043675973,408,0.043147208,395,0.04177242,382,0.040397631,9456,0.138031,0,0.097285671,0.241638676,0.153634646
1703,sample_1703,454,0.040420228,480,0.042735043,472,0.042022792,483,0.043002137,470,0.041844729,11232,0.163999,0,0.024321667,0.143635323,0.036054797
1704,sample_1704,477,0.042467949,452,0.040242165,450,0.040064103,475,0.042289886,481,0.042824074,11232,0.163999,0,0.232508003,-0.116012369,-0.168764764
1705,sample_1705,434,0.042851501,413,0.040778041,434,0.042851501,404,0.039889415,437,0.043147709,10128,0.147733,0,0.271502724,-0.060197784,0.122712621
1706,sample_1706,860,0.042356186,846,0.041666667,826,0.040681639,853,0.042011426,865,0.042602443,20304,0.296106,0,0.221145382,0.032357741,-0.104189158
1707,sample_1707,859,0.042306935,839,0.041321907,847,0.041715918,830,0.040878645,851,0.041912924,20304,0.296106,0,0.216138125,-0.003550983,0.003965079
1708,sample_1708,1315,0.041258785,1311,0.041133283,1308,0.041039157,1310,0.041101908,1308,0.041039157,31872,0.464805,0,0.109575553,-0.023197257,-0.066803657
1709,sample_1709,1335,0.041760511,1336,0.041791792,1312,0.041041041,1333,0.041697948,1334,0.041729229,31968,0.466306,0,0.160584639,0.04539025,-0.066606605
1710,sample_1710,638,0.040771984,638,0.040771984,637,0.040708078,655,0.041858384,643,0.041091513,15648,0.228535,0,0.060083737,-0.060828701,-0.101424479
1711,sample_1711,765,0.040970437,778,0.041666667,793,0.042470009,771,0.041291774,762,0.040809769,18672,0.27258,0,0.080259965,0.032357741,0.082820095
1712,sample_1712,432,0.042253521,427,0.041764476,424,0.041471049,434,0.042449139,426,0.041666667,10224,0.149451,0,0.210707719,0.042545125,-0.021640854
1713,sample_1713,420,0.041079812,434,0.042449139,406,0.039710485,422,0.04127543,408,0.039906103,10224,0.149451,0,0.09137985,0.113856815,-0.205742431
1714,sample_1714,1050,0.041118421,1071,0.041940789,1064,0.041666667,1076,0.042136591,1069,0.041862469,25536,0.372385,0,0.095305109,0.060909225,-0.001185123
1717,sample_1717,990,0.042264344,972,0.041495902,968,0.041325137,965,0.041197063,993,0.042392418,23424,0.341801,0,0.211808079,0.01457157,-0.036898817
1718,sample_1718,973,0.041538593,992,0.042349727,992,0.042349727,986,0.042093579,996,0.042520492,23424,0.341801,0,0.138022865,0.103502424,0.070242265
1719,sample_1719,395,0.043311404,372,0.040789474,400,0.043859649,390,0.042763158,367,0.040241228,9120,0.133218,0,0.318259812,-0.059007011,0.228134385
1720,sample_1720,1339,0.042138721,1339,0.042138721,1311,0.041257553,1306,0.041100201,1332,0.041918429,31776,0.463433,0,0.1990363,0.08152495,-0.043966028
1721,sample_1721,779,0.041827749,785,0.042149914,792,0.042525773,789,0.042364691,765,0.041076031,18624,0.271492,0,0.167420612,0.082690771,0.088651385
1722,sample_1722,1264,0.042268593,1254,0.041934189,1247,0.041700107,1244,0.041599786,1231,0.041165062,29904,0.436002,0,0.212240019,0.06022179,0.002311723
1723,sample_1723,1413,0.042053571,1413,0.042053571,1397,0.041577381,1416,0.042142857,1387,0.041279762,33600,0.489746,0,0.190379364,0.072656122,-0.010521703
1724,sample_1724,778,0.042541557,775,0.042377515,768,0.041994751,757,0.041393263,778,0.042541557,18288,0.266854,0,0.239991593,0.106396762,0.03312252
1725,sample_1725,323,0.041031504,324,0.041158537,347,0.044080285,308,0.039126016,347,0.044080285,7872,0.114459,0,0.08646849,-0.020566963,0.251206165
1726,sample_1726,333,0.042301829,317,0.040269309,342,0.043445122,317,0.040269309,314,0.039888211,7872,0.114459,0,0.21561908,-0.113185195,0.184787405
1727,sample_1727,299,0.043258102,271,0.039207176,289,0.041811343,268,0.038773148,274,0.039641204,6912,0.100922,0,0.312840774,-0.223812527,0.013943594
1728,sample_1728,270,0.0390625,275,0.03978588,303,0.043836806,277,0.040075231,297,0.04296875,6912,0.100922,0,-0.113714925,-0.16353717,0.22574564
1729,sample_1729,730,0.042363045,719,0.041724698,721,0.041840761,720,0.04178273,700,0.040622098,17232,0.251256,0,0.221842771,0.038402066,0.017019907
1730,sample_1730,1024,0.041585445,1017,0.04130117,1029,0.041788499,1036,0.042072775,1028,0.041747888,24624,0.358787,0,0.142786203,-0.005710906,0.011554849
1731,sample_1731,1082,0.041666667,1099,0.042321319,1094,0.042128774,1086,0.041820702,1066,0.041050524,25968,0.378774,0,0.151043785,0.100543542,0.047137287
1732,sample_1732,1164,0.04202773,1161,0.041919411,1168,0.042172155,1138,0.041088966,1142,0.041233391,27696,0.403614,0,0.187752098,0.058682507,0.05167362
1733,sample_1733,1005,0.041708167,1014,0.042081673,991,0.041127158,1003,0.041625166,1009,0.04187417,24096,0.351728,0,0.155263047,0.075583096,-0.057601377
1735,sample_1735,564,0.042883212,558,0.042427007,563,0.042807178,530,0.040298054,551,0.041894769,13152,0.191526,0,0.274726686,0.11155164,0.11807776
1736,sample_1736,549,0.041742701,533,0.040526156,540,0.041058394,562,0.042731144,565,0.042959246,13152,0.191526,0,0.158773966,-0.086433109,-0.064791994
1737,sample_1737,359,0.041783054,339,0.039455307,378,0.043994413,357,0.041550279,362,0.042132216,8592,0.125615,0,0.162876576,-0.197968205,0.242226645
1738,sample_1738,378,0.043994413,355,0.041317505,365,0.042481378,376,0.043761639,369,0.042946927,8592,0.125615,0,0.387699614,-0.004009514,0.084008996
1739,sample_1739,1221,0.041094507,1235,0.041565697,1218,0.040993538,1244,0.041868605,1253,0.042171513,29712,0.433587,0,0.092873858,0.0218412,-0.071573987
